image,label
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]
 ...
 [37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[41 42 41 ... 43 41 41]
 [40 43 44 ... 41 40 41]
 [40 41 43 ... 40 41 43]
 ...
 [45 42 41 ... 44 43 41]
 [44 43 42 ... 42 44 42]
 [43 44 44 ... 42 44 41]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[44 44 43 ... 39 38 39]
 [43 43 43 ... 39 39 40]
 [43 43 43 ... 39 40 42]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",malignant
"[[37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]
 ...
 [37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]]",benign
"[[37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]
 ...
 [37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]
 [37 37 37 ... 37 37 37]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[41 43 42 ... 42 42 43]
 [41 42 42 ... 42 42 43]
 [41 40 42 ... 42 41 43]
 ...
 [41 41 41 ... 41 41 40]
 [43 42 42 ... 42 42 41]
 [41 42 43 ... 43 42 40]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[ 38  38  38 ...  42  42  42]
 [ 38  38  38 ...  42  42  42]
 [ 38  38  38 ...  42  42  42]
 ...
 [ 38  38  38 ... 186 214 237]
 [ 38  38  38 ... 243 254 255]
 [ 38  38  38 ... 255 243 222]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[42 42 42 ... 38 38 39]
 [42 43 42 ... 38 37 38]
 [42 43 42 ... 38 38 38]
 ...
 [41 41 41 ... 39 37 38]
 [41 42 40 ... 38 38 38]
 [41 42 43 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[41 41 41 ... 43 43 44]
 [41 40 41 ... 43 43 43]
 [41 41 41 ... 43 43 43]
 ...
 [65 66 65 ... 65 67 66]
 [64 64 64 ... 63 64 62]
 [64 64 63 ... 63 63 62]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 39]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 39 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",benign
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",malignant
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
"[[38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 ...
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]
 [38 38 38 ... 38 38 38]]",normal
